date,proponent,senate_bill_no,short_title,long_title,scope,status,subject,primary_committee,secondary_committee,links
"august 15, 2018","['hontiveros, risa, ejercito, joseph victor g.']",1937,increasing the penalties for the detention of patients and cadavers in hospitals,"an act increasing the penalties for the detention of patients and cadavers in hospitals, medical clinics, or any other similar facilities on grounds of nonpayment of hospital bills or medical expenses amending for the purpose republic act 9439 entitled ‘an act prohibiting the detention of patients in hospitals and medical clinics on grounds of nonpayment of hospital bills or medical expenses",National,pending in the committee (8/15/2018),"['Hospitals (Hospital Deposits/Hospital Bills/Expenses)', 'Patients', 'Cadavers/Deceased Persons']",['Health and Demography'],"['Social Justice, Welfare and Rural Development', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1937
"august 15, 2018","['hontiveros, risa']",1936,expanded solo parents' welfare act of 2018,"an act amending republic act 8972 otherwise known as the act providing for benefits and privileges to solo parents and their children, appropriating funds therefor, and for",National,pending in the committee (8/15/2018),['Solo Parents Welfare Act (R.A.No. 8972)'],"['Women, Children, Family Relations and Gender Equality']","['Social Justice, Welfare and Rural Development', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1936
"august 15, 2018","['hontiveros, risa, binay, maria lourdes nancy s.']",1935,special protection of children in situations of armed conflict act,an act providing special protection of children in situations of armed conflict and providing penalties thereof,National,consolidated/substituted in the committee report (9/24/2018),"['Children/Child Care', 'Armed Conflict']","['Women, Children, Family Relations and Gender Equality']","['National Defense and Security', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1935
"august 14, 2018","['angara, juan edgardo ""sonny"" m.']",1934,cooperative development authority reform act of 2018,"an act reforming and strengthening the cooperative development authority, repealing for the purpose republic act no. 6939, creating the cooperative development authority and appropriating funds therefor",National,consolidated/substituted in the committee report (10/9/2018),['Cooperative Development Authority'],['Cooperatives'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1934
"august 14, 2018","['angara, juan edgardo ""sonny"" m.']",1933,marinduque state university,"an act converting the marinduque state college in the municipality of boac, province of marinduque into a state university to be known as the marinduque state university, and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/30/2019),['State Colleges and Universities (SCUS)'],"['Education, Arts and Culture']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1933
"august 14, 2018","['binay, maria lourdes nancy s.']",1932,ensuring the fundamental equality of men and women on laws relating to crimes against chastity,"an act ensuring the fundamental equality of men and women on laws relating to crimes against chastity, amending for this purpose article 333 and repealing article 333 of act 3815, otherwise known as the revised penal code, and for other purposes",National,pending in the committee (8/15/2018),"['Crimes Against Chastity', 'Revised Penal Code (R.A.No. 3815)', 'Marital Infidelity']","['Women, Children, Family Relations and Gender Equality']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1932
"august 14, 2018","['binay, maria lourdes nancy s.']",1931,lease of government assets act of 2018,"an act prescribing the rules and procedures for the lease of government assets, and for other purposes",National,pending in the committee (8/15/2018),['Government Assets (Lease)'],['Public Works'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1931
"august 9, 2018","['aquino iv, paolo benigno ""bam""']",1930,establishing the autonomous region of the cordillera,an organic act establishing the autonomous region of the cordillera,National,pending in the committee (8/14/2018),['Autonomous Region of the Cordillera (ARC)'],['Local Government'],"['Electoral Reforms  and Peoples Participation', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1930
"august 9, 2018","['aquino iv, paolo benigno ""bam""']",1929,reapportioning the legislative districts of the province of isabela,an act reapportioning the current four (4) legislative districts of the province of isabela to six (6) legislative districts,Local,pending in the committee (8/14/2018),['Legislative Districts'],['Local Government'],['Electoral Reforms  and Peoples Participation'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1929
"august 9, 2018","['pacquiao, emmanuel ""manny"" d.']",1928,right to adequate food framework act of 2018,an act providing a framework for the right to adequate food,National,pending in the committee (8/14/2018),"['Right to Adequate Food', 'Adequate Food Framework', 'Hunger']",['Justice and Human Rights'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1928
"august 9, 2018","['binay, maria lourdes nancy s.']",1927,rule on imposition of interest,an act clarifying the rule on imposition of interest on obligations consisting of loan or forbearance of money,National,pending in the committee (8/14/2018),['Loans/Forbearances (Rates of Interest)'],"['Banks, Financial Institutions and Currencies']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1927
"august 9, 2018","['binay, maria lourdes nancy s.']",1926,magna carta for day care workers,an act granting the magna carta for day care workers,National,consolidated/substituted in the committee report (12/3/2018),['Magna Carta for Day Care Workers'],"['Social Justice, Welfare and Rural Development']","['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1926
"august 9, 2018","['binay, maria lourdes nancy s.']",1925,amending  r.a. no. 8293 (intellectual property code of the philippines),"an act clarifying the legal effect of violating the prohibited acts and mandatory provisions for technology transfer agreements, amending for the said purpose section 92 of republic act 8293 or the intellectual property code of the philippines",National,pending in the committee (8/14/2018),"['Intellectual Property Code', 'Technology Transfer Agreement']","['Trade, Commerce and Entrepreneurship']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1925
"august 8, 2018","['trillanes, antonio ""sonny"" f.']",1924,exerting undue influence in government dealings for one's benefit is considered conflict of interest,an act amending section 3 (i) of republic act no. 6713 or the code of conduct and ethical standards for public officials and employees,National,pending in the committee (8/14/2018),"['Code of Conduct and Ethical Standards (R.A.No. 6713)', 'Conflict of Interest']","['Civil Service, Government Reorganization and Professional Regulation']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1924
"august 8, 2018","['ejercito, joseph victor g.']",1923,establishing the autonomous region of the cordillera (arc),an act establishing the autonomous region of the cordillera (arc),National,pending in the committee (8/14/2018),['Autonomous Region of the Cordillera (ARC)'],['Local Government'],"['Electoral Reforms  and Peoples Participation', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1923
"august 8, 2018","['pacquiao, emmanuel ""manny"" d.']",1922,the strengthened disaster risk reduction and management act of 2018,"an act establishing the department of disaster risk reduction and management, amending thereby r.a. no. 10121, and for other purposes",National,pending in the committee (8/14/2018),['Disaster Risk Reduction and Management'],['National Defense and Security'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1922
"august 7, 2018","['gatchalian, sherwin t.']",1921,amending r. a. no. 9184 (government procurement reform act),"an act amending republic act no. 9184, otherwise known as the government procurement reform act, and for other purposes",National,pending in the committee (8/7/2018),['Government Procurement'],['Finance'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1921
"august 7, 2018","['aquino iv, paolo benigno ""bam""']",1920,forest boundary of the province of tarlac,an act establishing the forest boundary of the province of tarlac,Local,pending in the committee (8/7/2018),['Forest Boundary'],['Environment and Natural Resources'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1920
"august 7, 2018","['aquino iv, paolo benigno ""bam""']",1919,carlos hilado memorial state university,"an act converting the carlos hilado memorial state college in the city of talisay, negros occidental, and all its satellite campuses located in the cities of talisay and bacolod and in the municipality of binalbagan, all in the province of negros occidental, into a state university to be known as the carlos hilado memorial state university, and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/30/2019),['State Colleges and Universities (SCUS)'],"['Education, Arts and Culture']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1919
"august 7, 2018","['aquino iv, paolo benigno ""bam""']",1918,"converting the pio model community as barangay adelina in  porac,  pampanga","an act converting the pio model community in barangay pio, municipality of porac, province of pampanga, into a barangay, naming it as barangay adelina, and for other purposes",Local,pending in the committee (8/7/2018),"['Barangay, Creation']",['Rules'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1918
"august 6, 2018","['legarda, loren b', ' angara, juan edgardo ""sonny"" m', ' drilon, franklin m.']",1917,amending r. a. no. 10084 (granting survivorship benefits),"an act granting survivorship benefits to the dependent children of a deceased retired member of the commission on audit, civil service commission, commission on elections, and the ombudsman, who is a solo parent, or the surviving parents or nominated persons of such deceased retiree, amending for the purpose republic act no. 10084, entitled, ‘an act granting survivorship benefits to the surviving legitimate spouse of a deceased retired member of the commission on audit, civil service commission, commission on elections and the ombudsman, and for other purposes",National,passed by both houses (1/30/2019),"['Survivorship Benefits', 'Commission on Audit (COA)', 'Commission on Election (Comelec)', 'Ombudsman', 'Solo Parents']","['Civil Service, Government Reorganization and Professional Regulation']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1917
