,dates,titles,descriptions,proponents,links
1021,2016-10-03 00:00:00,SBN-1180: Amnesty of Employer's Share in the Sss Contributions of the Kasambahay,,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1180
1022,2016-10-03 00:00:00,SBN-1179: Extending the Validity of the Philippine Passport (From 5 Years to 10 Years),"an act extending the validity of the philippine passport, amending for the purpose certain provisions of r.a. n o. 8239 also known as 'the philippine passport act of 1996'","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1179
1023,2016-10-03 00:00:00,SBN-1178: Increasing the Authorized Expenses of Candidates and Political Parties,,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1178
1024,2016-09-29 00:00:00,SBN-1177: Balangay (National Boat),an act declaring the 'balangay' as the national boat of the philippines,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1177
1025,2016-09-29 00:00:00,SBN-1176: The Campus Safety and Security Act,,"['trillanes, antonio ""sonny"" f', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1176
1026,2016-09-29 00:00:00,SBN-1175: Free College Information and Communications Technology Act,an act establishing and providing for free college education in information and communications technology in state universities and colleges and appropriating funds therefor,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1175
1027,2016-09-29 00:00:00,SBN-1174: Free Admission to  Public Museums and National Shrines and Landmarks to Public School Students,an act granting public elementary and high school students free admission to all public museums and national historical shrines and landmarks,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1174
1028,2016-09-28 00:00:00,"SBN-1173: Amending Sec. 132(A), Labor Code (15-Minute Rest for Women Employees, Malls/Dept. Store )",,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1173
1029,2016-09-28 00:00:00,SBN-1172: Freedom of Information Act of 2016,"an act strengthening the right of citizens to information held by the government, institutionalizing open data governance and for other purposes","['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1172
1030,2016-09-26 00:00:00,SBN-1171: Expanded Crop Insurance Act of 2016,,"['pangilinan, francis n.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1171
1031,2016-09-26 00:00:00,SBN-1170: Anti-Corporal Punishment Act of 2016,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1170
1032,2016-09-22 00:00:00,SBN-1169: Workers' Right to Self-Organization,,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1169
1033,2016-09-21 00:00:00,SBN-1168: Amending R.A. 6768 (Expanded Balikbayan Program),"an act instituting the expanded balikbayan program, amending for the purpose republic act no. 6768, as amended by republic act no. 9174, and for other purposes","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1168
1034,2016-09-21 00:00:00,SBN-1167: Rightsizing the National Government Act of 2016,an act rightsizing the national government to improve public service delivery,"['sotto iii, vicente c.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1167
1035,2016-09-20 00:00:00,SBN-1166: Maximizing Benefits From Mineral and Mineral Products and Quary Resources Act of 2016,an act providing for the maximization of benefits from finite minerals and mineral products and quarry resources,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1166
1036,2016-09-20 00:00:00,"SBN-1165: No Garage, No Car Act of 2016",an act requiring parking space from motor vehicle buyers in metropolitan areas as a pre-requisite for the purchase of a motor vehicle and registration with the land transportation office (lto),"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1165
1037,2016-09-20 00:00:00,SBN-1164: Permanent Appointment to All Government Casual/Contractual Employees with 3 Years Continuous Service,,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1164
1038,2016-09-20 00:00:00,SBN-1163: Youth Suicide Prevention Act,an act to provide early youth suicide intervention and prevention expansion,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1163
1039,2016-09-19 00:00:00,SBN-1162: Rightsizing the National Government Act of 2016,an act rightsizing the national government to improve public service delivery,"['legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1162
1040,2016-09-19 00:00:00,SBN-1161: Anti-Hazing Act,,"['legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1161
1041,2016-09-19 00:00:00,SBN-1160: Subscriber Identity Module (SIM) Card Registration Act,an act requiring the registration of all users of pre-paid subscriber identity module (sim) cards,"['legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1160
1042,2016-09-19 00:00:00,SBN-1159: Accessible Rural Health Care Act of 2016,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1159
1043,2016-09-19 00:00:00,SBN-1158: Philippine Hiv and Aids Act,,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1158
1044,2016-09-19 00:00:00,SBN-1157: Medical Scholarship Program,an act establishing a medical scholarship program to ensure the availability of doctors in every province nationwide,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1157
1045,2016-09-19 00:00:00,SBN-1156: Ensure Health Act,"an act to enhance and sustain the universal health care (uhc) by establishing a medical residency expansion training program, appropriating funds therefor, and for other purposes","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1156
1046,2016-09-19 00:00:00,SBN-1155: Philippine Mental Health Act,,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1155
1047,2016-09-19 00:00:00,SBN-1154: Young Women's Refuge and Assistance Act,"an act establishing refuge and assistance to young pregnant women in every province and city of the philippines, appropriating funds therefor, and for other purposes","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1154
1048,2016-09-19 00:00:00,SBN-1153: Maternity Leave Benefits to Women in the Goverment Service,"an act providing maternity leave benefits to women in the government service, and for other purposes","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1153
1049,2016-09-19 00:00:00,SBN-1152: Maternity Leave Benefits of Women in Private Sector,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1152
1050,2016-09-19 00:00:00,SBN-1151: Anti-Smuggling of Migrants Act of 2016,"an act to institute policies to eliminate smuggling of migrants, establishing the necessary institutional mechanisms for this purpose, providing penalties for its violations and for other purposes","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1151
1051,2016-09-19 00:00:00,SBN-1150: Mindanao Railways Authority Act of 2016,"an act creating the mindanao railways authority prescribing its powers, functions, and duties, and providing for the necessary funds for its operation and sustainability","['pacquiao, emmanuel ""manny"" d.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1150
1052,2016-09-19 00:00:00,SBN-1149: Youth Drug Abuse Resistance Education and Prevention Program (Y-Dare) Act of 2016,an act creating the youth drug abuse resistance education and prevention program and providing funds therefor,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1149
1053,2016-09-15 00:00:00,SBN-1148: The New Central Bank Act,an act amending republic act numbered seventy-six hundred and fifty-three entitled 'the new central bank act' and for other purposes,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1148
1054,2016-09-15 00:00:00,SBN-1147: Philippine Boxer's Welfare Act of 2016,"an act creating the philippine boxing commission thereby strengthening the country's standing in boxing sports, ensuring the welfare of filipino boxers, and providing funds therfore","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1147
1055,2016-09-14 00:00:00,SBN-1146: Sustainable Elevated Walkways Act of 2016,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1146
1056,2016-09-14 00:00:00,SBN-1145: The Healthy Bulilit Act,"an act for scaling up nutrition during the first 1000 days of life, establishing a maternal and child health care program, appropriating funds therefor and for other purposes","['hontiveros, risa, villanueva, joel, binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1145
1057,2016-09-14 00:00:00,SBN-1144: National Land Use and Management Act of the Philippines,"an act instituting a national land use and management policy, providing the implementing mechanisms therefor, and for other purposes","['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1144
1058,2016-09-14 00:00:00,SBN-1143: Doh Hospital Bed Capacity Rationalization Act of 2016,an act authorizing the department of health to set and approve the bed capacity of its retained hospitals and for other purposes,"['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1143
1059,2016-09-14 00:00:00,SBN-1142: Rights of Internally Displaced Persons Act,an act protecting the rights of internally displaced persons and penalizing the acts of arbitrary internal displacement,"['hontiveros, risa, legarda, loren b', ' de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1142
1060,2016-09-13 00:00:00,SBN-1141: Creating a Foreign Policy Advisory Board,an act creating a foreign policy advisory board and for other purposes,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1141
1061,2016-09-13 00:00:00,SBN-1140: Firecracker Prohibition Act of 2016,"an act banning the sale, distribution, and use of firecrackers and other pyrotechnic devices, providing penalties for violations thereof","['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1140
1062,2016-09-13 00:00:00,SBN-1139: Department of Human Settlement and Urban Development Act of 2016,"an act creating the department of human settlement and urban development, defining its mandates, powers and functions, providing funds therefor and for other purposes","['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1139
1063,2016-09-13 00:00:00,SBN-1138: Increasing the Quarters Allowance of Commissioned and Non-Commissioned Officers of the PNP,an act increasing the quarters allowance of commissioned officers and non-commissioned officers of the philippine national police and for other purposes,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1138
1064,2016-09-13 00:00:00,SBN-1137: The Anti-Political Dynasty Act of 2016,"an act defining and prohibiting political dynasties, providing penalties therefor, and for other purposes","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1137
1065,2016-09-13 00:00:00,SBN-1136: Positive Discipline Act of 2016,"an act prohibiting all forms of corporal and humiliating or degrading punishment of children, and promoting positive discipline of children","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1136
1066,2016-09-13 00:00:00,SBN-1135: Informal Economy Transition Act of 2016,"an act providing for a magna carta of workers, enterprises and organizations in the informal economy, institutionalizing mechanisms for implementation thereof and for other purposes","['poe, grace l', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1135
1067,2016-09-13 00:00:00,SBN-1134: National Emergency Against Drugs and Terrorism Act of 2016,,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1134
1068,2016-09-08 00:00:00,"SBN-1133: First 1,000 Days Act","an act strengthening the national and local health and nutrition programs for pregnant and lactating women, infants and young children in the first 1000 days and appropriating funds therefor","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1133
1069,2016-09-08 00:00:00,SBN-1132: Modernization of Naval Airport in the Province of Biliran,"an act providing for the development, rehabilitation and modernization of naval airport in the province of biliran and to allocate funds thereof","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1132
1070,2016-09-08 00:00:00,SBN-1131: Rotc Act of 2016,an act re-instituting reserve officers’ training corps (rotc) as a mandatory course for tertiary level students and for other purposes,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1131
1071,2016-09-07 00:00:00,SBN-1130: Leap Act of 2016,,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1130
1072,2016-09-07 00:00:00,"SBN-1129: P2,000 Increase in Monthly Pension of Sss Members",,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1129
1073,2016-09-07 00:00:00,SBN-1128: Motorcycle Crime Prevention Act of 2016,,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1128
1074,2016-09-06 00:00:00,SBN-1127: Electrical Engineering Act,an act strengthening the practice of electrical engineering in the philippines and instituting higher standards of regulation in the licensing and registration of electrical engineering practitioners,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1127
1075,2016-09-05 00:00:00,SBN-1126: Pedestrian Safety Act of 2016,"an act enhancing the safety of pedestrians, further amending republic act no. 4136, as amended, otherwise known as land transportation and traffic code and for other purposes","['villanueva, joel, legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1126
1076,2016-09-05 00:00:00,SBN-1125: Philippine Extractive Industries Transparency Initiative Act,an act providing for the creation of philippine extractive industries transparency initiative,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1125
1077,2016-09-05 00:00:00,SBN-1124: Amending R.A. No. 1405 (Secrecy of Bank Deposits Law),,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1124
1078,2016-09-05 00:00:00,SBN-1123: Educational Benefits to the Surviving Children of Members of the Philippine National Police,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1123
1079,2016-09-05 00:00:00,"SBN-1122: Amending RA No. 9165 (Comprehensive Dangerous Drugs Act of 2002, as Amended)",,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1122
1080,2016-09-05 00:00:00,SBN-1121: Paso De Blas National Hgh School,an act establishing a national high school in barangay paso de blas city of valenzuela to be known as paso de blas national high school and appropriating funds therefor,"['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1121
1081,2016-09-05 00:00:00,SBN-1120: Malanday National High School,,"['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1120
1082,2016-09-05 00:00:00,SBN-1119: Lingunan National High School,"an act creating a national high school in barangay lingunan, valenzuela city to ba known as lingunan national high school and appropriating funds therfor","['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1119
1083,2016-09-05 00:00:00,SBN-1118: Disiplina Vilage - Bignay National High School,"an act creating a national high school in barangay bignay, valenzuela city to be known as disiplina village - bignay national high school and appropriating funds therefor","['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1118
1084,2016-09-01 00:00:00,SBN-1117: New Registration Scheme for Motor Vehicles,,"['recto, ralph g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1117
1085,2016-09-01 00:00:00,SBN-1116: End of Endo or Contractualization Act of 2016,,"['villanueva, joel, legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1116
1086,2016-08-30 00:00:00,SBN-1115: Magna Carta for Day Care Workers,"an act granting the magna carta for day care workers, providing funds therefor and for other purposes","['villar, cynthia a', ' ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1115
1087,2016-08-30 00:00:00,SBN-1114: The Malnutrition -Free Act of 2016,an act providing for a comprehensive malnutrition program and appropriating funds therefor,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1114
1088,2016-08-30 00:00:00,SBN-1113: Blood Type Identification Act of 2016,"an act requiring government agencies to indicate the blood type of individuals in the identification cards, certificates and licenses","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1113
1089,2016-08-30 00:00:00,SBN-1112: Postponing Barangay/Sk Elections,,"['de lima, leila m', ' cayetano, alan peter companero s', ' villanueva, joel, angara, juan edgardo ""sonny"" m', ' zubiri, juan miguel f', ' legarda, loren b', ' villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1112
1090,2016-08-30 00:00:00,SBN-1111: Local Absentee Voting Act,,"['de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1111
1091,2016-08-30 00:00:00,"SBN-1110: Amending Sec. 8 of Pd No. 910, S. 1976 (Energy Development Board)","an act amending section 8 of presidential decree no. 910, s. 1976 (creating an energy development board, defining its powers and functions, providing funds, therefor, and for other purposes","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1110
1092,2016-08-30 00:00:00,"SBN-1109: Amending Secs. 23(C), 24(A)(2), 27(A), 28(A), 32(B)(7), 34(A) and (L), and 35(E) Tax on Income",,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1109
1093,2016-08-25 00:00:00,SBN-1108: Amending Secs. 263 and 264 of Batas Pambansa Bilang 881 (Omnibus Election Code of the Philippines),,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1108
1094,2016-08-25 00:00:00,SBN-1107: Barangay School Building Act,"an act providing for the establishment of a school building in every barangay in the philippines, appropriating funds therefor, and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1107
1095,2016-08-25 00:00:00,SBN-1106: Amending RA No. 6972 (Barangay Level Total Development and Protection of Children Act),,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1106
1096,2016-08-25 00:00:00,SBN-1105: National Hazard Mapping Act of 2016,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1105
1097,2016-08-25 00:00:00,SBN-1104: Requiring the Teaching of Intellectual Property Ownership in Schools,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1104
1098,2016-08-25 00:00:00,SBN-1103: Pup-Sablayan Campus Act,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1103
1099,2016-08-25 00:00:00,SBN-1102: The Singer's Equity Act,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1102
1100,2016-08-25 00:00:00,SBN-1101: Declaring the Province of Biliran a Mining-Free Zone,an act declaring the province of biliran a mining-free zone,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1101
1101,2016-08-25 00:00:00,SBN-1100: Local Government Units Solidarity Fund for Disaster Response and Recovery Act,an act establishing the solidarity fund of the local government units for disaster response and recovery,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1100
1102,2016-08-25 00:00:00,SBN-1099: Criminal Street Gang Deterrence and Punishment Act,"an act deterring and punishing the establishment and operation of criminal street gangs, recruitment of individuals to participate in the commission of gang crimes and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1099
1103,2016-08-25 00:00:00,SBN-1098: Amending Pd. No. 1829,"an act amending presidential decree no. 1829, penalizing obstruction of apprehension and prosecution of criminal offenders","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1098
1104,2016-08-25 00:00:00,SBN-1097: Philippine Legislative Academy,"an act establishing the philippine legislative academy, defining its powers and functions, appropriating funds therefor and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1097
1105,2016-08-25 00:00:00,SBN-1096: Amending Sec. 109(1) of the National Internal Revenue Code of 1997,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1096
1106,2016-08-25 00:00:00,SBN-1095: Tax Deductions to Parents and Guardians of Children with Special Needs,an act granting tax deductions to parents and legal guardians of children with special needs and for other purposes,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1095
1107,2016-08-25 00:00:00,SBN-1094: Requiring Power Producers or Energy Developers to Remit Required Amiount to Host Communities,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1094
1108,2016-08-25 00:00:00,SBN-1093: Social Housing Development and Finance Corporation Act of 2016,"an act to create the social housing development and finance corporation, prescribing its powers and functions, and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1093
1109,2016-08-25 00:00:00,SBN-1092: Pilotage Services Act of 2016,"an act regulating harbor pilotage services and the conduct of harbor pilots in all ports in the philippines, reorganizing port authorities and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1092
1110,2016-08-25 00:00:00,SBN-1091: Prohibiting Mayors and Governors From Making Appointments,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1091
1111,2016-08-25 00:00:00,SBN-1090: Declaring as Unlawful Any Government Projects to Be Named After Government Officials,an act declaring as unlawful any government projects to be named or identified after government officials and other persons whose name or identity may in any manner be associated with said officials,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1090
1112,2016-08-25 00:00:00,"SBN-1089: Amending Art. 75 of E.O No. 209, as Amended by E.O. No. 227 (Family Code of the Philippines)","“an act amending article 75 of title iv of executive order no. 209, as amended by executive order no. 227, otherwise known as the family code of the philippines","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1089
1113,2016-08-25 00:00:00,SBN-1088: Barangay Integrated Development Approach for Nutrition Improvement (Bidani) Act of 2016,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1088
1114,2016-08-25 00:00:00,SBN-1087: Amending Act No. 3815 (Revised Penal Code),"an act providing for stiffer penalties for wilful or indiscriminate discharge of firearms, amending for the purpose act no. 3815, as amended, otherwise known as the revised penal code","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1087
1115,2016-08-25 00:00:00,SBN-1086: Loan Election Ban of 2016,an act prohibiting local government units from applying for loans to finance infrastructure projects and lending institutions from approving it or releasing the proceeds one year before elections,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1086
1116,2016-08-25 00:00:00,SBN-1085: Amending 293 of RA No. 7160 (Local Government Code),,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1085
1117,2016-08-25 00:00:00,SBN-1084: Safe and Nontoxic Children's Products Act of 2016,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1084
1118,2016-08-25 00:00:00,"SBN-1083: Amending Titles V, Secs. 102 & 107 of RA No. 7160 (Local Government Code of 1991)","an act amending titles v and vi, sections 102 and 107 of republic act no. 7160, otherwise known as the local government code of 1991","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1083
1119,2016-08-25 00:00:00,SBN-1082: Opm Radio Airplay Act of 2016,an act requiring radio stations to broadcast a minimum of three original filipino music compositions every hour and for other purposes,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1082
1120,2016-08-25 00:00:00,SBN-1081: Amending Sec. 26 of Ra. No. 8492 (National Museum Act of 1998),,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1081
1121,2016-08-25 00:00:00,SBN-1080: Teaching of Human Rights in All Private and Public Schools,an act requiring the teaching of human rights as mandatory in all public and private schools,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1080
1122,2016-08-25 00:00:00,SBN-1079: Environmental Health Research Act of 2016,"an act establishing multidisciplinary research centers regarding women’s health and disease prevention and conducting a research program on hormone disruption, and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1079
1123,2016-08-25 00:00:00,SBN-1078: Cell Phone Subscriber Protection Act of 2016,an act to establish minimum standards regarding the quality of wireless telephone service and to monitor complaints regarding such service,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1078
1124,2016-08-25 00:00:00,SBN-1077: Street Children Crisis Center Act,"an act establishing a crisis center for street children in every region of the philippines, appropriating funds therefor and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1077
1125,2016-08-25 00:00:00,SBN-1076: Safe Bottled Water Act of 2016,"an act establishing quality standards for mineral, carbonated and other bottled water”","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1076
1126,2016-08-25 00:00:00,SBN-1075: The Vaccination and Immunization Act of 2016,"an act establishing a comprehensive vaccination and immunization program for filipino infants and children, providing funds therefor and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1075
1127,2016-08-25 00:00:00,SBN-1074: Filipino Volunteerism in Nation-Building (VNB) or Bayanihan Sa Bagumbayan (Bsb),,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1074
1128,2016-08-25 00:00:00,SBN-1073: Philippine Voip Act of 2016,an act to promote and govern the development of voice over internet protocol in the philippines,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1073
1129,2016-08-25 00:00:00,SBN-1072: National Food Authority Rationalization Act of 2016,"an act to strengthen and reorient the mandate of the national food authority in order to ensure food sufficiency, for that purpose rationalizing its functions, and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1072
1130,2016-08-25 00:00:00,SBN-1071: Mercury Health Advisory Act,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1071
1131,2016-08-25 00:00:00,SBN-1070: Amending Secs. 2 & 55 of Ra. No. 8291 (Gsis System Act of 1997),,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1070
