,dates,titles,descriptions,proponents,links
367,2018-05-29 00:00:00,"SBN-1834: Transferring the PNPa, Npti  From the Philippine Public Safety College to the PNP",,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1834
368,2018-05-29 00:00:00,"SBN-1833: Multi-Species Marine Hatchery in San Fernando, Camarines Sur","an act establishing a multi-species marine hatchery in the municipality of san fernando, province of camarines sur and appropriating funds therefor","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1833
369,2018-05-29 00:00:00,"SBN-1832: Multi-Species Marine Hatchery in Libmanan, Camarines Sur","an act establishing a multi-species marine hatchery in the municipality of libmanan, province of camarines sur and appropriating funds therefor","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1832
370,2018-05-29 00:00:00,"SBN-1831: Multi-Species Marine Hatchery in Pasacao, Camarines Sur","an act establishing a multi-species marine hatchery in the municipality of pasacao, province of camarines sur and appropriating funds therefor","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1831
371,2018-05-29 00:00:00,"SBN-1830: Multi-Species Marine Hatchery in Minalabac, Camarines Sur","an act establishing a multi-species marine hatchery in the municipality of minalabac, province of camarines sur and appropriating funds therefor","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1830
372,2018-05-29 00:00:00,SBN-1829: Financial Consumer Protection Act,an act providing for the protection of financial consumers and for other purposes,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1829
373,2018-05-29 00:00:00,SBN-1828: Philippine National Police (PNP) Reorganization Act,an act providing for the reorganization of the philippine national police and appropriating funds therefor,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1828
374,2018-05-29 00:00:00,SBN-1827: Address Confidentiality Program Act,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1827
375,2018-05-29 00:00:00,SBN-1826: Security of Tenure and End of Endo Act of 2018,,"['pimentel, aquilino koko iii l', ' aquino iv, paolo benigno ""bam"", hontiveros, risa, zubiri, juan miguel f', ' ejercito, joseph victor g', ' poe, grace l', ' villanueva, joel, legarda, loren b', ' gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1826
376,2018-05-28 00:00:00,"SBN-1825: Fire Exit Signs (Increase Size, Luminous Glow-In-The Dark Material)","an act amending republic act no. 9514, or the revised fire code of the philippines of 2008","['pimentel, aquilino koko iii l', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1825
377,2018-05-28 00:00:00,SBN-1824: Sale of Electricity by Generation Transmission and Distribution Companies (VAT Exemption),,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1824
378,2018-05-28 00:00:00,SBN-1823: Strengthening the Office of the Solicitor General,,"['escudero, francis ""chiz"" g', ' angara, juan edgardo ""sonny"" m', ' legarda, loren b', ' zubiri, juan miguel f', ' lacson, panfilo m', ' pacquiao, emmanuel ""manny"" d', ' gordon, richard j', ' trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1823
379,2018-05-28 00:00:00,SBN-1822: Mandatory Motorcycle Safety Training Program,"an act establishing a mandatory motorcycle safety training program, and providing penalties therefor","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1822
380,2018-05-28 00:00:00,SBN-1821: Creation of Parking Spaces in the Construction of All Buildings,,"['pimentel, aquilino koko iii l', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1821
381,2018-05-28 00:00:00,SBN-1820: Balanga Wetland and Nature Park,"an act declaring the balanga wetland and nature park, in barangay tortugas, city of balanga as a responsible, community-based ecotourism zone, and appropriating funds therefor","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1820
382,2018-05-24 00:00:00,SBN-1819: Office for Social Welfare Attache,,"['villanueva, joel, legarda, loren b', ' angara, juan edgardo ""sonny"" m', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1819
383,2018-05-23 00:00:00,SBN-1818: Children in Motor Vehicle Safety Act of 2017,an act ensuring the safety measures for children riding in motor vehicles,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1818
384,2018-05-23 00:00:00,"SBN-1817: Amending R.A. No. 10912, (Continuing Professional Development Act of 2016)","an act amending republic act no. 10912, or the continuing professional development act of 2016","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1817
385,2018-05-22 00:00:00,SBN-1816: Marawi Siege Victims Compensation Act of 2018,,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1816
386,2018-05-22 00:00:00,"SBN-1815: Amending Art. 36 of  E.O. No. 209, (The Family Code of the Philippines)","an act recognizing the annulment of marriage by a religious sect by amending article 36 of executive order no. 209, otherwise known as the family code of the philippines, as amended","['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1815
387,2018-05-22 00:00:00,SBN-1814: Public Safety Act,"an act enhancing public safety at the local level by establishing and maintaining a department of public safety in every province, city and municipality","['sotto iii, vicente c.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1814
388,2018-05-21 00:00:00,SBN-1813: Trans Fat Prohibition Act,an act prohibiting the use of trans fatty acids in food facilities,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1813
389,2018-05-21 00:00:00,"SBN-1812: Amending Presidential Decree No. 1612, (Anti-Fencing Law)","an act amending presidential decree no. 1612, or the anti-fencing law","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1812
390,2018-05-16 00:00:00,SBN-1811: Public Parks Development Authority,an act to reorganize the national parks development committee to the public parks development authority,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1811
391,2018-05-16 00:00:00,SBN-1810: Ten Percent Budgetary Allocation of Barangays for the Implementation of Programs for Senior Citizens,,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1810
392,2018-05-16 00:00:00,SBN-1809: National Autism Care Plan Act,an act instituting a philippine national autism care plan for the support of persons with autism and for other purposes,"['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1809
393,2018-05-16 00:00:00,SBN-1808: Exclude Refined Sugar From the List of Products Covered by Mandatory Food Fortification,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1808
394,2018-05-15 00:00:00,"SBN-1807: Additional Branch of the Regional Trial Court in Municipality of Larena, Province of Siquijor",,"['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1807
395,2018-05-15 00:00:00,SBN-1806: Pantawid Pamilyang Pilipino Program (4PS) Act,an act institutionalizing the pantawid pamilyang pilipino program (4ps) to reduce poverty and promote human capital development and providing funds therefor,"['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1806
396,2018-05-15 00:00:00,SBN-1805: Career Service of the Congress of the Philippines,,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1805
397,2018-05-15 00:00:00,SBN-1804: Installation of 200 Watts Solar Panels in Public School Buildings,an act mandating the installation of 200 watts solar panels in public school buildings where electricity is not available,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1804
398,2018-05-15 00:00:00,SBN-1803: Teaching of Computer Subject as Part of the Elementary and High School Curricula,an act to include the teaching of computer subject as part of the elementary and high school curricula both in public and private schools,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1803
399,2018-05-15 00:00:00,SBN-1802: School Modernization and Innovation Act of 2018,an act institutionalizing a school modernization and innovation program for public elementary and secondary schools providing funds therefor and for other purposes,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1802
400,2018-05-15 00:00:00,SBN-1801: Prohibiting the Imposition of Interest on Unpaid Hospital Bills and Medical Expenses of Patients,an act prohibiting the imposition of interest and/or penalty charges on unpaid hospital bills and medical expenses of patients who earn minimum wage or less,"['pimentel, aquilino koko iii l', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1801
401,2018-05-15 00:00:00,SBN-1800: Mariano Marcos Memorial Hospital and Medical Center (Mmmhmc),,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1800
402,2018-05-10 00:00:00,SBN-1799: Free On-Site Living Quarters for Public School Teachers Act of 2018,"an act mandating the provision of free on-site living quarters for public school teachers, providing funds therefor and for other purposes","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1799
403,2018-05-10 00:00:00,SBN-1798: Automatic Suspension of the Excise Tax on Fuel Under Republic Act No. 10963 (Train ),,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1798
404,2018-05-08 00:00:00,SBN-1797: Amending Sections 16 (A) and 16 (B) of Republic Act No. 9231( Child Labor),,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1797
405,2018-05-08 00:00:00,SBN-1796: Creating An Election Code Recodification Committee,an act creating an election code recodification committee to recodify the election laws,"['de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1796
406,2018-05-08 00:00:00,"SBN-1795: Appropriating the Sum of P1,161,710,000 as Supplemental Appropriations for FY 2018","an act appropriating the sum of one billion one hundred sixty one million seven hundred ten thousand pesos (p1,161,710,000) as supplemental appropriations for fy 2018 and for other purposes","['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1795
407,2018-05-03 00:00:00,"SBN-1794: Appropriating the Sum of P1,161,710,000 as Supplemental Appropriations for FY 2018","an act appropriating the sum of one billion one hundred sixty-one million seven hundred ten thousand pesos (p1,161,710,000) as supplemental appropriations for fy 2018 and for other purposes","['legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1794
408,2018-05-03 00:00:00,SBN-1793: Expanded Magna Carta of Public Health Workers Act of 2018,"an act amending sections 28, 38 and 39 of republic act no. 7305, otherwise known as the magna carta of public health workers","['de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1793
409,2018-05-02 00:00:00,SBN-1792: Tubig Para Sa Mga Empleyado Act of 2018,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1792
410,2018-05-02 00:00:00,SBN-1791: Judiciary Exemption From Salary Standardization Act of 2018,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1791
411,2018-04-26 00:00:00,SBN-1790: Functional Assignments of Local Government Units,"an act to rationalize the functional assignments of local government units by amending certain provisions in republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1790
412,2018-04-26 00:00:00,SBN-1789: Use of National Wealth for Local Development,"an act to enhance the use of national wealth for local development by amending certain provisions in book ii of republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1789
413,2018-04-26 00:00:00,SBN-1788: Share of Local Government Units in Internal Revenue Taxes,an act to enhance the share of local government units in internal revenue taxes,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1788
414,2018-04-26 00:00:00,"SBN-1787: Updating the Requisites for the Creation of Municipalities, Cities, and Provinces",,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1787
415,2018-04-26 00:00:00,SBN-1786: Enhance Inter-Lgu Cooperation,"an act to enhance inter-lgu cooperation by amending certain provisions in book i of republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1786
416,2018-04-26 00:00:00,SBN-1785: Strengthen Human Rights Education and the System of Legal Assistance for Migrant Workers,,"['de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1785
417,2018-04-25 00:00:00,SBN-1784: Peoples Initiative and Referendum Act,,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1784
418,2018-04-18 00:00:00,SBN-1783: Secretary of the Department of Agriculture as Chairperson of the  National Irrigation Administration,,"['recto, ralph g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1783
419,2018-04-18 00:00:00,SBN-1782: Secretary of the Department of Agriculture as Chairperson of the National Food Authority,an act designating the secretary of the department of agriculture as chairperson of the governing board of the national food authority,"['recto, ralph g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1782
420,2018-04-17 00:00:00,SBN-1781: Elder Assistance Act of 2018,"an act to establish programs in assisting elderly and senior citizens who are victims of violence and abuse, and to provide training mechanisms and funds therefor","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1781
421,2018-04-17 00:00:00,SBN-1780: Medical Scholarship and Return Service Program Act,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1780
422,2018-04-10 00:00:00,"SBN-1779: Php3,000.00 Increase in the Monthly Pension of War Veterans and Their Dependents","an act providing for a three thousand peso (php 3,000) increase across the board in the monthly pension of war veterans and their dependents, appropriating funds therefor and for other purposes","['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1779
423,2018-04-04 00:00:00,SBN-1778: Granting Philippine Citizenship to Hans Guenter Schoof,an act granting philippine citizenship to hans guenter schoof,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1778
424,2018-04-04 00:00:00,SBN-1777: Fair Election Act (Lower Rates of Political Propaganda),"an act amending republic act no. 9006, otherwise known as the fair election act","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1777
425,2018-04-04 00:00:00,SBN-1776: Peoples Participation in the Budget Process Act of 2018,"an act institutionalizing people’s participation in the budget process, appropriating funds thereof, and for other purposes","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1776
426,2018-04-03 00:00:00,"SBN-1775: Business Tax/Franchise Tax, 1.5% of Gross Sales or Receipts",,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1775
427,2018-04-03 00:00:00,SBN-1774: To Reduce the Cost of Doing Business in Local Government Units,"an act to reduce the cost of doing business in local government units by amending certain provisions in book ii of republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1774
428,2018-04-03 00:00:00,SBN-1773: To Rationalize Credit Financing for Local Government Units,of 1991,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1773
429,2018-04-03 00:00:00,SBN-1772: Providing for Business-Friendly Tax Remedies in Local Government Units,"an act providing for business-friendly tax remedies in local government units by amending certain provisions in book ii of republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1772
430,2018-04-03 00:00:00,SBN-1771: To Enhance the Taxing Powers of Local Government Units,"an act to enhance the taxing powers of local government units by amending certain provisions in book ii of republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1771
431,2018-04-03 00:00:00,SBN-1770: To Enhance Public Financial Management in Local Government Units,"an act to enhance public financial management in local government units by amending certain provisions in republic act 7160, otherwise known as the local government code of 1991","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1770
432,2018-03-22 00:00:00,SBN-1769: Dengvaxia Assistance Program,an act establishing the medical assistance program for the dengvaxia vaccinees and appropriating funds therefor and for other purposes,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1769
433,2018-03-21 00:00:00,"SBN-1768: Increasing the Bed Capacity of Gov. Celestino Gallares Memorial Hospital in Tagbilaran City, Bohol",,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1768
434,2018-03-21 00:00:00,SBN-1767: Davao Oriental Polytechnic Institute,"an act changing the name of lupon school of fisheries in lupon, davao oriental to the davao oriental polytechnic institute","['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1767
435,2018-03-21 00:00:00,SBN-1766: Increasing the Monthly Pension of Senior Veterans,an act increasing the monthly pension of senior veterans,"['honasan ii, gregorio b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1766
436,2018-03-21 00:00:00,SBN-1765: Anti-Political Dynasty of 2018,"an act defining and prohibiting political dynasties, providing penalties therefor, and for other purposes","['lacson, panfilo m', ' drilon, franklin m', ' ejercito, joseph victor g', ' poe, grace l', ' legarda, loren b', ' aquino iv, paolo benigno ""bam"", de lima, leila m', ' pangilinan, francis n', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1765
437,2018-03-21 00:00:00,SBN-1764: Philippine Sovereign Wealth Fund Act,"an act establishing a philippine sovereign wealth fund, providing for the management, investment,  and use of proceeds of its assets, appropriating funds therefor, and other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1764
438,2018-03-21 00:00:00,SBN-1763: Open Access in Data Transmission Act,"an act promoting open access in data transmission, providing additional powers to the national telecommunications commission, and for other purposes","['aquino iv, paolo benigno ""bam"", gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1763
439,2018-03-20 00:00:00,SBN-1762: Retirement Law of the Office of the Ombudsman,"an act establishing a retirement system in the office of the ombudsman, augmenting its employee benefits, and appropriating funds therefor","['poe, grace l', ' villanueva, joel, angara, juan edgardo ""sonny"" m', ' gordon, richard j', ' legarda, loren b', ' lacson, panfilo m', ' trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1762
440,2018-03-20 00:00:00,SBN-1761: Budget Reform Act,,"['legarda, loren b', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1761
441,2018-03-20 00:00:00,SBN-1760: National Kasambahay Day,an act declaring january 18 of every year a special nonworking holiday for all kasambahay in the entire country. the act shall be called as ‘national kasambahay day’ or araw ng kasambahay,"['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1760
442,2018-03-20 00:00:00,SBN-1759: Free Index-Based Crop Insurance (FIBC) Act of 2017,,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1759
443,2018-03-20 00:00:00,SBN-1758: Livestock Industry Development Act of 2018,,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1758
444,2018-03-20 00:00:00,SBN-1757: Adopt-A-Library Act of 2018,"an act establishing an ‘adopt-a-library’ program, providing incentives therefor, and for other purposes","['poe, grace l', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1757
445,2018-03-20 00:00:00,SBN-1756: Boracay Island Council,an act creating the boracay island council,"['drilon, franklin m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1756
446,2018-03-19 00:00:00,SBN-1755: Public Telecommunications Policy Act,,"['recto, ralph g', ' villanueva, joel, poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1755
447,2018-03-19 00:00:00,SBN-1754: The New Public Service Law of the Philippines,"an act amending commonwealth act no. 146, otherwise known as the public service act, as amended, and for other purposes","['aquino iv, paolo benigno ""bam"", villanueva, joel, gordon, richard j', ' zubiri, juan miguel f', ' poe, grace l', ' gatchalian, sherwin t', ' legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1754
448,2018-03-19 00:00:00,SBN-1753: Social Security Act of 2018,,"['recto, ralph g', ' villanueva, joel, trillanes, antonio ""sonny"" f', ' villar, cynthia a', ' ejercito, joseph victor g', ' binay, maria lourdes nancy s', ' legarda, loren b', ' escudero, francis ""chiz"" g', ' poe, grace l', ' sotto iii, vicente c', ' zubiri, juan miguel f', ' gordon, richard j', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1753
449,2018-03-19 00:00:00,SBN-1752: National Scholarship Commission Act of 2018,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1752
450,2018-03-19 00:00:00,SBN-1751: Magna Carta for Tricycle Drivers and Operators Act of 2018,"an act providing for a magna carta for tricycle drivers and operators, institutionalizing mechanisms for its implementation and for other purposes","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1751
451,2018-03-19 00:00:00,SBN-1750: Universal Social Pension for Senior Citizens,,"['poe, grace l', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1750
452,2018-03-19 00:00:00,"SBN-1749: Land Transportation Terminals, Stations, Stops, Rest Areas and Roll-On/Roll-Off Terminals","an act to improve land transportation terminals, stations, stops, rest areas and roll-on/roll-off terminals, appropriating funds therefor, and for other purposes","['poe, grace l', ' aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1749
453,2018-03-15 00:00:00,SBN-1748: Philippine Marine Corps Act,"an act establishing the philippine marine corps, defining its powers and functions, appropriating funds therefor, and for other purposes","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1748
454,2018-03-14 00:00:00,SBN-1747: Amending R.A. No. 9728 (Freeport Area of Bataan Act of 2009),,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1747
455,2018-03-14 00:00:00,SBN-1746: Renaming the Province of Compostela Valley to Davao De Oro Province,"an act renaming the province of compostela valley to davao de oro province, amending for the purpose pertinent sections of republic act no. 8470","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1746
456,2018-03-14 00:00:00,SBN-1745: Church Decreed Annulment Act,an act recognizing the civil effects of church decreed annulment,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1745
457,2018-03-14 00:00:00,SBN-1744: E-Cigarette Regulation Act of 2018,an act regulating electronic cigarettes,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1744
458,2018-03-13 00:00:00,SBN-1743: Mandatory Basic Immunization Program,"an act amending republic act no. 10152, or the mandatory infants and children health immunization act of 2011","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1743
459,2018-03-13 00:00:00,SBN-1742: Philippine Spectrum Management Act,an act providing for the allocation and management of the radio frequency spectrum,"['hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1742
460,2018-03-13 00:00:00,SBN-1741: Philippine Marine Corps Act,"an act establishing the philippine marine corps, defining its powers and functions, appropriating funds therefor, and for other purposes","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1741
461,2018-03-12 00:00:00,SBN-1740: Young Athletes Assistance Act,an act assisting young athletes by providing programs and incentives for their development,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1740
462,2018-03-12 00:00:00,SBN-1739: Comprehensive Firearms and Ammunition Regulation,"an act amending sections 4, 5, 6, 7, 8, 11, 12, 18, 19 and 21 of republic act no. 10591 otherwise known as the comprehensive firearms and ammunition regulation act","['recto, ralph g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1739
463,2018-03-12 00:00:00,SBN-1738: Philippine Identification System Act of 2018,an act establishing the philippine identification system,"['drilon, franklin m', ' legarda, loren b', ' ejercito, joseph victor g', ' villar, cynthia a', ' lacson, panfilo m', ' recto, ralph g', ' villanueva, joel, trillanes, antonio ""sonny"" f', ' aquino iv, paolo benigno ""bam"", zubiri, juan miguel f', ' gordon, richard j', ' pacquiao, emmanuel ""manny"" d', ' angara, juan edgardo ""sonny"" m', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1738
464,2018-03-12 00:00:00,SBN-1737: Cotabato Sanitarium and General Hospital,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1737
465,2018-03-12 00:00:00,SBN-1736: Baguio General Hospital and Medical Center,an act increasing the bed capacity of the baguio general hospital and medical center from five hundred (500) to eight hundred (800) beds and appropriating funds therefor,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1736
466,2018-03-08 00:00:00,SBN-1735: Philippine Disaster Risk Reduction and Management System Act of 2018,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1735
467,2018-03-08 00:00:00,SBN-1734: The National Defense Act of 2018,"an act to further develop capability and establish expeditious transformation of the department of national defense and its bureaus, appropriating funds therefor and for other purposes","['lacson, panfilo m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1734
468,2018-03-08 00:00:00,SBN-1733: Radiologic Technology Act,"an act to amend certain provisions of republic act no. 7431, otherwise known as the 'radiologic technology act of 1992', and for other purposes","['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1733
469,2018-03-07 00:00:00,SBN-1732: Inclusive Education for Children and Youth with Special Needs Act,,"['cayetano, alan peter companero s', ' trillanes, antonio ""sonny"" f', ' ejercito, joseph victor g', ' gatchalian, sherwin t', ' villanueva, joel, angara, juan edgardo ""sonny"" m', ' aquino iv, paolo benigno ""bam"", escudero, francis ""chiz"" g', ' de lima, leila m', ' hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1732
